1.0,1.0,1.2191,5.844,0.00162,-0.00258,-0.00258,0.0041,0.125,
1.0,1.0,0.84295,2.34978,0.12266,0.04594,0.04594,0.07259,0.5625,
1.0,2.0,1.10729,5.99158,0.02838,0.00787,0.00787,0.07177,0.43999,
1.0,2.0,0.85357,2.62557,0.17822,0.17325,0.17325,0.52966,0.56001,
1.0,3.0,1.02465,5.9576,0.0248,0.01783,0.01783,0.05913,0.46152,
1.0,3.0,0.7316,2.50592,0.20648,0.196,0.196,0.63758,0.53848,
2.0,1.0,1.24577,5.99306,0.00417,-0.01029,-0.01029,0.0904,0.45,
2.0,1.0,0.95926,2.437,0.11188,0.01353,0.01353,0.02521,0.55,
2.0,2.0,1.15445,6.13272,0.01387,0.00154,0.00154,0.0432,0.45946,
2.0,2.0,0.97675,2.72557,0.15048,0.14265,0.14265,0.39168,0.54054,
2.0,3.0,1.08468,6.07942,0.02445,0.02194,0.02194,0.06455,0.48649,
2.0,3.0,0.93009,2.90617,0.16374,0.07444,0.07444,0.10931,0.48649,
3.0,2.0,1.18755,6.21738,0.01497,0.00339,0.00339,0.01955,0.61818,
3.0,2.0,1.2041,3.08095,0.03598,0.01929,0.01929,0.02805,0.38182,
3.0,3.0,1.15432,6.15681,0.01203,-0.00393,-0.00393,0.01304,0.57692,
3.0,3.0,1.19767,3.04155,0.03236,0.01101,0.01101,0.00999,0.42308,
4.0,1.0,1.10406,6.05203,0.03443,0.0328,0.0328,0.04718,1.0,
4.0,2.0,1.1846,6.19898,0.023,0.01586,0.01586,0.03309,0.62963,
4.0,2.0,1.20514,3.0533,0.02293,0.01925,0.01925,0.05204,0.37037,
4.0,3.0,1.25497,3.099,0.02182,0.00704,0.00704,0.01502,0.5,
4.0,3.0,1.22908,6.27191,0.00696,0.01158,0.01158,0.02983,0.5,
5.0,1.0,1.08782,6.13429,0.03955,0.06038,0.06038,0.18795,0.65385,
5.0,1.0,1.23676,3.6684,0.00267,-0.00066,-0.00066,0.00396,0.19231,
5.0,2.0,1.15418,6.20885,0.03146,0.02956,0.02956,0.08063,0.61017,
5.0,2.0,1.22792,3.20357,0.01554,0.01245,0.01245,0.09462,0.38983,
5.0,3.0,1.28614,3.23882,0.01711,-0.0001,-0.0001,0.0095,0.61111,
5.0,3.0,1.21567,0.08154,0.02148,0.00598,0.00598,0.0038,0.38889,
6.0,1.0,1.25887,3.641,0.00677,0.00319,0.00319,0.00568,0.37496,
6.0,1.0,1.12523,0.27605,0.04138,0.05178,0.05178,0.67108,0.62504,
6.0,2.0,1.24948,3.40847,0.01071,0.00398,0.00398,0.05933,0.4507,
6.0,2.0,1.14641,0.06257,0.04053,0.02017,0.02017,0.09865,0.5493,
6.0,3.0,1.25156,3.26491,0.01104,-0.0033,-0.0033,0.01197,0.55,
6.0,3.0,1.17731,0.15678,0.04168,-0.01419,-0.01419,0.01216,0.45,
