1.0,1.0,1.24411,2.77952,0.05398,0.01443,0.01443,0.16398,0.45613,
1.0,1.0,1.12745,6.02043,0.12219,0.04983,0.04983,0.17591,0.54387,
1.0,2.0,1.2372,6.12515,0.04543,0.03006,0.03006,0.08503,0.50202,
1.0,2.0,1.22975,2.92227,0.04661,0.0125,0.0125,0.10948,0.42768,
1.0,2.0,0.37475,5.54174,0.08897,0.4435,0.4435,4.72541,0.0703,
1.0,3.0,1.09352,6.05623,0.11277,0.04504,0.04504,0.10778,0.52642,
1.0,3.0,1.04235,2.90369,0.15741,0.03426,0.03426,0.14238,0.47358,
2.0,1.0,1.24441,6.07783,0.02417,0.02494,0.02494,0.14761,0.46378,
2.0,1.0,1.24914,2.90441,0.04003,0.00866,0.00866,0.18875,0.4116,
2.0,1.0,0.65195,6.03389,0.08099,0.09168,0.09168,0.64933,0.12462,
2.0,2.0,1.2687,6.18664,0.04339,0.02052,0.02052,0.07421,0.53303,
2.0,2.0,1.2485,3.02299,0.03703,0.00739,0.00739,0.09301,0.40676,
2.0,2.0,0.61891,1.28426,0.11028,-0.27555,-0.27555,3.17309,0.06022,
2.0,3.0,1.20105,6.16275,0.08796,0.02131,0.02131,0.06692,0.52349,
2.0,3.0,1.12624,3.01711,0.11185,0.01429,0.01429,0.07282,0.47651,
3.0,1.0,1.11408,6.20335,0.07981,0.02949,0.02949,0.17898,0.64286,
3.0,1.0,1.23006,3.05041,0.03132,0.01025,0.01025,0.13903,0.35714,
3.0,2.0,1.30862,0.00979,0.03698,-0.00205,-0.00205,0.02133,0.49066,
3.0,2.0,1.27535,3.12995,0.02853,0.0013,0.0013,0.01958,0.35805,
3.0,2.0,0.05376,1.41266,0.00195,0.03229,0.03229,4.75521,0.07841,
3.0,2.0,0.69626,5.88005,0.10328,-0.10111,-0.10111,1.74956,0.07289,
3.0,3.0,1.14671,0.01329,0.20429,-0.04377,-0.04377,0.11817,0.55316,
3.0,3.0,1.16583,3.12474,0.1238,-0.02109,-0.02109,0.03655,0.44684,
4.0,1.0,1.24893,6.1591,0.03729,-0.00051,-0.00051,0.03979,0.52962,
4.0,1.0,1.16755,3.28723,0.0388,0.00143,0.00143,0.20573,0.35283,
4.0,1.0,0.12303,4.58192,0.01501,0.07285,0.07285,0.94466,0.08233,
4.0,1.0,0.0759,1.88612,0.00235,-9e-05,-9e-05,0.00411,0.03522,
4.0,2.0,1.25419,6.25724,0.05798,-0.00043,-0.00043,0.02414,0.49647,
4.0,2.0,1.2727,3.09668,0.0318,0.00383,0.00383,0.03013,0.35651,
4.0,2.0,0.12704,6.17569,0.00816,-0.02633,-0.02633,2.73176,0.07228,
4.0,2.0,0.0183,5.59958,0.00016,0.01281,0.01281,5.11671,0.07474,
4.0,3.0,1.07142,0.03171,0.22123,-0.02518,-0.02518,0.1318,0.57825,
4.0,3.0,1.19055,3.12828,0.1232,-0.01793,-0.01793,0.03003,0.42175,
5.0,1.0,1.17381,3.41059,0.07799,-0.02583,-0.02583,0.21109,0.50692,
5.0,1.0,1.17067,0.03362,0.11392,-0.00178,-0.00178,0.1731,0.49308,
5.0,2.0,1.23874,6.2762,0.0531,-0.00273,-0.00273,0.05976,0.49703,
5.0,2.0,1.26951,3.22422,0.0312,-0.00335,-0.00335,0.10097,0.42164,
5.0,2.0,0.33186,5.13702,0.06228,-0.24253,-0.24253,2.08002,0.04713,
5.0,2.0,0.01265,3.54478,6e-05,-0.01054,-0.01054,4.21963,0.0342,
5.0,3.0,1.22747,0.05644,0.05672,-0.00574,-0.00574,0.01595,0.5382,
5.0,3.0,1.29007,3.1705,0.03196,-0.00032,-0.00032,0.01887,0.35472,
5.0,3.0,0.08835,5.79299,0.0038,0.00741,0.00741,0.98134,0.03255,
5.0,3.0,0.01238,3.44255,5e-05,-0.00918,-0.00918,3.83654,0.07453,
6.0,1.0,1.26284,3.65153,0.03088,0.001,0.001,0.01898,0.29708,
6.0,1.0,1.10546,0.21694,0.13069,0.01159,0.01159,0.17164,0.49039,
6.0,1.0,1.05628,3.25886,0.11539,-0.06504,-0.06504,0.226,0.21252,
6.0,2.0,1.20259,0.18163,0.0576,-0.01323,-0.01323,0.09944,0.46968,
6.0,2.0,1.23153,3.39331,0.03658,-0.00685,-0.00685,0.10374,0.4375,
6.0,2.0,0.33165,5.87609,0.05417,-0.0933,-0.0933,2.22942,0.09282,
6.0,3.0,0.99997,0.23925,0.19041,-0.06989,-0.06989,0.17553,0.63172,
6.0,3.0,1.15707,3.34231,0.10167,-0.0422,-0.0422,0.07072,0.36828,
